"Year","Month","Temperature","City"
1996,4,52.2,"NYC"
1996,5,61.1,"NYC"
1996,6,71.4,"NYC"
1996,7,73.3,"NYC"
1996,8,74.4,"NYC"
1996,9,68,"NYC"
1996,10,56.4,"NYC"
1996,11,43,"NYC"
1996,12,41.3,"NYC"
1997,1,32.1,"NYC"
1997,2,40,"NYC"
1997,3,41.9,"NYC"
1997,4,51.7,"NYC"
1997,5,59.3,"NYC"
1997,6,70.9,"NYC"
1997,7,75.7,"NYC"
1997,8,73.3,"NYC"
1997,9,67,"NYC"
1997,10,56.7,"NYC"
1997,11,44.5,"NYC"
1997,12,38.2,"NYC"
1998,1,40,"NYC"
1998,2,40.6,"NYC"
1998,3,45.4,"NYC"
1998,4,54,"NYC"
1998,5,64.3,"NYC"
1998,6,69.2,"NYC"
1998,7,76.4,"NYC"
1998,8,76.6,"NYC"
1998,9,70.2,"NYC"
1998,10,57.5,"NYC"
1998,11,48.1,"NYC"
1998,12,43.1,"NYC"
1999,1,33.9,"NYC"
1999,2,38.8,"NYC"
1999,3,42.5,"NYC"
1999,4,53.5,"NYC"
1999,5,63,"NYC"
1999,6,73.2,"NYC"
1999,7,81.4,"NYC"
1999,8,75.5,"NYC"
1999,9,69,"NYC"
1999,10,56,"NYC"
1999,11,50.8,"NYC"
1999,12,39.9,"NYC"
2000,1,31.3,"NYC"
2000,2,37.3,"NYC"
2000,3,47.2,"NYC"
2000,4,51,"NYC"
2000,5,63.5,"NYC"
2000,6,71.3,"NYC"
2000,7,72.3,"NYC"
2000,8,72.4,"NYC"
2000,9,66,"NYC"
2000,10,56.9,"NYC"
2000,11,45.3,"NYC"
2000,12,31.1,"NYC"
2001,1,33.6,"NYC"
2001,2,35.9,"NYC"
2001,3,39.6,"NYC"
2001,4,53.9,"NYC"
2001,5,63.6,"NYC"
2001,6,72.9,"NYC"
2001,7,73.1,"NYC"
2001,8,78.7,"NYC"
2001,9,67.7,"NYC"
2001,10,58.5,"NYC"
2001,11,52.7,"NYC"
2001,12,44.1,"NYC"
2002,1,39.9,"NYC"
2002,2,40.6,"NYC"
2002,3,44.1,"NYC"
2002,4,56.1,"NYC"
2002,5,60.7,"NYC"
2002,6,71.4,"NYC"
2002,7,78.8,"NYC"
2002,8,77.7,"NYC"
2002,9,70.2,"NYC"
2002,10,55.2,"NYC"
2002,11,46,"NYC"
2002,12,36,"NYC"
2003,1,27.5,"NYC"
2003,2,30.1,"NYC"
2003,3,43.1,"NYC"
2003,4,49.8,"NYC"
2003,5,58.7,"NYC"
2003,6,68.4,"NYC"
2003,7,75.7,"NYC"
2003,8,76.7,"NYC"
2003,9,67.9,"NYC"
2003,10,55.1,"NYC"
2003,11,50,"NYC"
2003,12,37.6,"NYC"
2004,1,24.7,"NYC"
2004,2,35,"NYC"
2004,3,43.5,"NYC"
2004,4,53.6,"NYC"
2004,5,65.2,"NYC"
2004,6,71.2,"NYC"
2004,7,74.5,"NYC"
2004,8,74.2,"NYC"
2004,9,69.3,"NYC"
2004,10,56,"NYC"
2004,11,48.2,"NYC"
2004,12,38.4,"NYC"
2005,1,31.3,"NYC"
2005,2,36.5,"NYC"
2005,3,39.5,"NYC"
2005,4,55.1,"NYC"
2005,5,58.9,"NYC"
2005,6,74,"NYC"
2005,7,77.5,"NYC"
2005,8,79.7,"NYC"
2005,9,73.3,"NYC"
2005,10,57.9,"NYC"
2005,11,49.6,"NYC"
2005,12,35.3,"NYC"
2006,1,40.9,"NYC"
2006,2,35.7,"NYC"
2006,3,43.1,"NYC"
2006,4,55.7,"NYC"
2006,5,63.1,"NYC"
2006,6,71,"NYC"
2006,7,77.9,"NYC"
2006,8,75.8,"NYC"
2006,9,66.6,"NYC"
2006,10,56.2,"NYC"
2006,11,51.9,"NYC"
2006,12,43.6,"NYC"
2007,1,37.5,"NYC"
2007,2,28.3,"NYC"
2007,3,42.2,"NYC"
2007,4,50.3,"NYC"
2007,5,65.2,"NYC"
2007,6,71.4,"NYC"
2007,7,75,"NYC"
2007,8,74,"NYC"
2007,9,70.3,"NYC"
2007,10,63.6,"NYC"
2007,11,45.4,"NYC"
2007,12,36.9,"NYC"
2008,1,36.5,"NYC"
2008,2,35.8,"NYC"
2008,3,42.6,"NYC"
2008,4,54.9,"NYC"
2008,5,60.1,"NYC"
2008,6,74,"NYC"
2008,7,78.4,"NYC"
2008,8,73.8,"NYC"
2008,9,68.8,"NYC"
2008,10,55.1,"NYC"
2008,11,45.8,"NYC"
2008,12,38.1,"NYC"
2009,1,27.9,"NYC"
2009,2,36.7,"NYC"
2009,3,42.4,"NYC"
2009,4,54.5,"NYC"
2009,5,62.5,"NYC"
2009,6,67.5,"NYC"
2009,7,72.6,"NYC"
2009,8,75.7,"NYC"
2009,9,66.3,"NYC"
2009,10,55,"NYC"
2009,11,51.1,"NYC"
2009,12,35.9,"NYC"
2010,1,32.5,"NYC"
2010,2,33.1,"NYC"
2010,3,48.2,"NYC"
2010,4,57.9,"NYC"
2010,5,65.3,"NYC"
2010,6,74.7,"NYC"
2010,7,81.3,"NYC"
2010,8,77.4,"NYC"
2010,9,71.1,"NYC"
2010,10,58.1,"NYC"
2010,11,47.9,"NYC"
2010,12,32.8,"NYC"
2011,1,29.7,"NYC"
2011,2,36,"NYC"
2011,3,42.3,"NYC"
2011,4,54.3,"NYC"
2011,5,64.5,"NYC"
2011,6,72.3,"NYC"
2011,7,80.3,"NYC"
2011,8,75.3,"NYC"
2011,9,70,"NYC"
2011,10,57.1,"NYC"
2011,11,51.9,"NYC"
2011,12,43.3,"NYC"
2012,1,37.3,"NYC"
2012,2,40.9,"NYC"
2012,3,50.9,"NYC"
2012,4,54.8,"NYC"
2012,5,65.1,"NYC"
2012,6,71,"NYC"
2012,7,78.8,"NYC"
2012,8,76.7,"NYC"
2012,9,68.8,"NYC"
2012,10,58,"NYC"
2012,11,43.9,"NYC"
2012,12,41.5,"NYC"
2013,1,35.1,"NYC"
2013,2,33.9,"NYC"
2013,3,40.1,"NYC"
2013,4,53,"NYC"
2013,5,62.8,"NYC"
2013,6,72.7,"NYC"
2013,7,79.8,"NYC"
2013,8,74.6,"NYC"
2013,9,67.9,"NYC"
2013,10,60.2,"NYC"
2013,11,45.3,"NYC"
2013,12,38.6,"NYC"
2014,1,28.7,"NYC"
2014,2,31.7,"NYC"
2014,3,37.7,"NYC"
2014,4,52.3,"NYC"
2014,5,64,"NYC"
2014,6,72.4,"NYC"
2014,7,76.1,"NYC"
2014,8,74.5,"NYC"
2014,9,69.7,"NYC"
2014,10,59.6,"NYC"
2014,11,45.3,"NYC"
2014,12,40.5,"NYC"
2015,1,29.9,"NYC"
2015,2,24.1,"NYC"
2015,3,38.1,"NYC"
2015,4,54.3,"NYC"
2015,5,68.5,"NYC"
2015,6,71.2,"NYC"
2015,7,78.8,"NYC"
2015,8,79,"NYC"
2015,9,74.4,"NYC"
2015,10,58,"NYC"
2015,11,52.8,"NYC"
2015,12,50.8,"NYC"
2016,1,34.5,"NYC"
2016,2,37.8,"NYC"
2016,3,48.9,"NYC"
2016,4,53.3,"NYC"
2016,5,62.8,"NYC"
2016,6,72.2,"NYC"
2016,7,78.7,"NYC"
2016,8,79.2,"NYC"
2016,9,71.8,"NYC"
2016,10,58.8,"NYC"
2016,11,49.8,"NYC"
2016,12,38.4,"NYC"
2017,1,38,"NYC"
2017,2,41.7,"NYC"
2017,3,39.2,"NYC"
2017,4,57.1,"NYC"
2017,5,61.1,"NYC"
2017,6,72,"NYC"
2017,7,76.8,"NYC"
2017,8,74,"NYC"
2017,9,70.5,"NYC"
2017,10,64.1,"NYC"
2017,11,46.6,"NYC"
2017,12,35.1,"NYC"
1918,1,NA,"LAX"
1918,2,NA,"LAX"
1918,3,NA,"LAX"
1918,4,NA,"LAX"
1918,5,NA,"LAX"
1918,6,NA,"LAX"
1918,7,NA,"LAX"
1918,8,NA,"LAX"
1918,9,NA,"LAX"
1918,10,NA,"LAX"
1918,11,NA,"LAX"
1918,12,NA,"LAX"
1919,1,NA,"LAX"
1919,2,NA,"LAX"
1919,3,NA,"LAX"
1919,4,NA,"LAX"
1919,5,NA,"LAX"
1919,6,NA,"LAX"
1919,7,NA,"LAX"
1919,8,NA,"LAX"
1919,9,NA,"LAX"
1919,10,NA,"LAX"
1919,11,NA,"LAX"
1919,12,NA,"LAX"
1920,1,NA,"LAX"
1920,2,NA,"LAX"
1920,3,NA,"LAX"
1920,4,NA,"LAX"
1920,5,NA,"LAX"
1920,6,NA,"LAX"
1920,7,NA,"LAX"
1920,8,NA,"LAX"
1920,9,NA,"LAX"
1920,10,NA,"LAX"
1920,11,NA,"LAX"
1920,12,NA,"LAX"
1921,1,54.1,"LAX"
1921,2,57.4,"LAX"
1921,3,59.4,"LAX"
1921,4,59.1,"LAX"
1921,5,58.8,"LAX"
1921,6,65.7,"LAX"
1921,7,71.7,"LAX"
1921,8,70.6,"LAX"
1921,9,69.3,"LAX"
1921,10,66.7,"LAX"
1921,11,63.3,"LAX"
1921,12,60.2,"LAX"
1922,1,53.3,"LAX"
1922,2,54,"LAX"
1922,3,55.6,"LAX"
1922,4,57.7,"LAX"
1922,5,62.6,"LAX"
1922,6,67.7,"LAX"
1922,7,69.5,"LAX"
1922,8,73.3,"LAX"
1922,9,73.1,"LAX"
1922,10,65.4,"LAX"
1922,11,59.8,"LAX"
1922,12,58.3,"LAX"
1923,1,58.1,"LAX"
1923,2,56.7,"LAX"
1923,3,60.9,"LAX"
1923,4,58.4,"LAX"
1923,5,64.6,"LAX"
1923,6,63.6,"LAX"
1923,7,70,"LAX"
1923,8,69.6,"LAX"
1923,9,70.4,"LAX"
1923,10,66.8,"LAX"
1923,11,66.5,"LAX"
1923,12,58.8,"LAX"
1924,1,58.5,"LAX"
1924,2,62.6,"LAX"
1924,3,56.4,"LAX"
1924,4,60.4,"LAX"
1924,5,64.7,"LAX"
1924,6,68.2,"LAX"
1924,7,69.4,"LAX"
1924,8,69.1,"LAX"
1924,9,69.9,"LAX"
1924,10,62.6,"LAX"
1924,11,64.1,"LAX"
1924,12,55.5,"LAX"
1925,1,57.6,"LAX"
1925,2,57.7,"LAX"
1925,3,58.9,"LAX"
1925,4,60,"LAX"
1925,5,62.9,"LAX"
1925,6,67.4,"LAX"
1925,7,72.3,"LAX"
1925,8,69.9,"LAX"
1925,9,69.2,"LAX"
1925,10,65.1,"LAX"
1925,11,62.4,"LAX"
1925,12,63.2,"LAX"
1926,1,59.4,"LAX"
1926,2,61.2,"LAX"
1926,3,63.1,"LAX"
1926,4,63.4,"LAX"
1926,5,65.3,"LAX"
1926,6,67.2,"LAX"
1926,7,69.9,"LAX"
1926,8,72.6,"LAX"
1926,9,68,"LAX"
1926,10,67.6,"LAX"
1926,11,66.9,"LAX"
1926,12,56.1,"LAX"
1927,1,57.2,"LAX"
1927,2,56.6,"LAX"
1927,3,57.4,"LAX"
1927,4,59.5,"LAX"
1927,5,63.9,"LAX"
1927,6,65,"LAX"
1927,7,72.1,"LAX"
1927,8,70.4,"LAX"
1927,9,68.4,"LAX"
1927,10,67.4,"LAX"
1927,11,65.8,"LAX"
1927,12,56.2,"LAX"
1928,1,61.4,"LAX"
1928,2,60.1,"LAX"
1928,3,60.6,"LAX"
1928,4,62.3,"LAX"
1928,5,64.2,"LAX"
1928,6,65.4,"LAX"
1928,7,69.2,"LAX"
1928,8,70.1,"LAX"
1928,9,71,"LAX"
1928,10,63.7,"LAX"
1928,11,63.2,"LAX"
1928,12,58.9,"LAX"
1929,1,55.2,"LAX"
1929,2,54.4,"LAX"
1929,3,57.3,"LAX"
1929,4,57.4,"LAX"
1929,5,65,"LAX"
1929,6,68.5,"LAX"
1929,7,72.2,"LAX"
1929,8,75.8,"LAX"
1929,9,70.2,"LAX"
1929,10,70.1,"LAX"
1929,11,65.9,"LAX"
1929,12,63.7,"LAX"
1930,1,56,"LAX"
1930,2,59.4,"LAX"
1930,3,60.8,"LAX"
1930,4,63.6,"LAX"
1930,5,61.8,"LAX"
1930,6,67.5,"LAX"
1930,7,72.8,"LAX"
1930,8,73.8,"LAX"
1930,9,67.9,"LAX"
1930,10,68.7,"LAX"
1930,11,66.1,"LAX"
1930,12,60.1,"LAX"
1931,1,60.2,"LAX"
1931,2,60.7,"LAX"
1931,3,65.9,"LAX"
1931,4,65.9,"LAX"
1931,5,67.5,"LAX"
1931,6,70.5,"LAX"
1931,7,77.3,"LAX"
1931,8,76.1,"LAX"
1931,9,71.5,"LAX"
1931,10,68.7,"LAX"
1931,11,58.7,"LAX"
1931,12,54.9,"LAX"
1932,1,53.3,"LAX"
1932,2,56.5,"LAX"
1932,3,62.1,"LAX"
1932,4,62.6,"LAX"
1932,5,63.6,"LAX"
1932,6,66.2,"LAX"
1932,7,69.1,"LAX"
1932,8,69.6,"LAX"
1932,9,68.3,"LAX"
1932,10,67.3,"LAX"
1932,11,68.9,"LAX"
1932,12,55.2,"LAX"
1933,1,54.4,"LAX"
1933,2,56,"LAX"
1933,3,59.7,"LAX"
1933,4,59.1,"LAX"
1933,5,60.4,"LAX"
1933,6,65,"LAX"
1933,7,69.4,"LAX"
1933,8,70,"LAX"
1933,9,64.6,"LAX"
1933,10,66.7,"LAX"
1933,11,66.5,"LAX"
1933,12,57.4,"LAX"
1934,1,60.4,"LAX"
1934,2,59.5,"LAX"
1934,3,65.5,"LAX"
1934,4,64.6,"LAX"
1934,5,67.5,"LAX"
1934,6,65.3,"LAX"
1934,7,72.3,"LAX"
1934,8,71.1,"LAX"
1934,9,72.7,"LAX"
1934,10,67.5,"LAX"
1934,11,62.7,"LAX"
1934,12,60.7,"LAX"
1935,1,57,"LAX"
1935,2,60,"LAX"
1935,3,55.3,"LAX"
1935,4,60.7,"LAX"
1935,5,62,"LAX"
1935,6,66.4,"LAX"
1935,7,70.7,"LAX"
1935,8,74,"LAX"
1935,9,69.9,"LAX"
1935,10,66.9,"LAX"
1935,11,60.8,"LAX"
1935,12,59.4,"LAX"
1936,1,59.4,"LAX"
1936,2,56.5,"LAX"
1936,3,59,"LAX"
1936,4,60.7,"LAX"
1936,5,65.6,"LAX"
1936,6,68.9,"LAX"
1936,7,74.1,"LAX"
1936,8,73.4,"LAX"
1936,9,70.5,"LAX"
1936,10,67.4,"LAX"
1936,11,67.7,"LAX"
1936,12,58.6,"LAX"
1937,1,47.8,"LAX"
1937,2,55.4,"LAX"
1937,3,58.5,"LAX"
1937,4,62.3,"LAX"
1937,5,64,"LAX"
1937,6,67.8,"LAX"
1937,7,71.3,"LAX"
1937,8,71.6,"LAX"
1937,9,72.4,"LAX"
1937,10,67.6,"LAX"
1937,11,61.7,"LAX"
1937,12,61.9,"LAX"
1938,1,61.2,"LAX"
1938,2,56.7,"LAX"
1938,3,57.7,"LAX"
1938,4,61.6,"LAX"
1938,5,63.3,"LAX"
1938,6,65.2,"LAX"
1938,7,69.5,"LAX"
1938,8,73.9,"LAX"
1938,9,74.1,"LAX"
1938,10,66.7,"LAX"
1938,11,62.7,"LAX"
1938,12,62.3,"LAX"
1939,1,57,"LAX"
1939,2,54.1,"LAX"
1939,3,56.8,"LAX"
1939,4,63,"LAX"
1939,5,63.6,"LAX"
1939,6,66.9,"LAX"
1939,7,70.7,"LAX"
1939,8,73,"LAX"
1939,9,76.7,"LAX"
1939,10,71.6,"LAX"
1939,11,67.1,"LAX"
1939,12,64,"LAX"
1940,1,59.8,"LAX"
1940,2,59.4,"LAX"
1940,3,61.2,"LAX"
1940,4,63.4,"LAX"
1940,5,65.9,"LAX"
1940,6,66,"LAX"
1940,7,70.7,"LAX"
1940,8,70.5,"LAX"
1940,9,69.6,"LAX"
1940,10,68.3,"LAX"
1940,11,63.4,"LAX"
1940,12,61.3,"LAX"
1941,1,57.6,"LAX"
1941,2,58.8,"LAX"
1941,3,60.5,"LAX"
1941,4,59.1,"LAX"
1941,5,67.9,"LAX"
1941,6,66,"LAX"
1941,7,70.7,"LAX"
1941,8,71.1,"LAX"
1941,9,67.9,"LAX"
1941,10,65.9,"LAX"
1941,11,65.3,"LAX"
1941,12,57,"LAX"
1942,1,58.7,"LAX"
1942,2,55.7,"LAX"
1942,3,58.8,"LAX"
1942,4,59.4,"LAX"
1942,5,62.8,"LAX"
1942,6,65.9,"LAX"
1942,7,71.7,"LAX"
1942,8,71,"LAX"
1942,9,67.8,"LAX"
1942,10,67.7,"LAX"
1942,11,63.5,"LAX"
1942,12,58.8,"LAX"
1943,1,57.7,"LAX"
1943,2,60.1,"LAX"
1943,3,58.8,"LAX"
1943,4,61.4,"LAX"
1943,5,65.5,"LAX"
1943,6,66.3,"LAX"
1943,7,70.7,"LAX"
1943,8,71.3,"LAX"
1943,9,70.7,"LAX"
1943,10,66.6,"LAX"
1943,11,64.9,"LAX"
1943,12,56.8,"LAX"
1944,1,57.2,"LAX"
1944,2,53.7,"LAX"
1944,3,59.6,"LAX"
1944,4,58.9,"LAX"
1944,5,62.4,"LAX"
1944,6,63.4,"LAX"
1944,7,66.6,"LAX"
1944,8,71.3,"LAX"
1944,9,69.3,"LAX"
1944,10,64.7,"LAX"
1944,11,58.9,"LAX"
1944,12,60,"LAX"
1945,1,56.5,"LAX"
1945,2,56.7,"LAX"
1945,3,54.4,"LAX"
1945,4,59.4,"LAX"
1945,5,61.9,"LAX"
1945,6,64.5,"LAX"
1945,7,70.9,"LAX"
1945,8,73.3,"LAX"
1945,9,73.1,"LAX"
1945,10,67.1,"LAX"
1945,11,61.6,"LAX"
1945,12,57.2,"LAX"
1946,1,57.8,"LAX"
1946,2,54.8,"LAX"
1946,3,57.5,"LAX"
1946,4,62,"LAX"
1946,5,61.1,"LAX"
1946,6,68.7,"LAX"
1946,7,71.8,"LAX"
1946,8,72.3,"LAX"
1946,9,73.1,"LAX"
1946,10,64.5,"LAX"
1946,11,58.8,"LAX"
1946,12,56.4,"LAX"
1947,1,55.9,"LAX"
1947,2,59.8,"LAX"
1947,3,60.4,"LAX"
1947,4,62.6,"LAX"
1947,5,64.1,"LAX"
1947,6,66.9,"LAX"
1947,7,73,"LAX"
1947,8,71.3,"LAX"
1947,9,72.3,"LAX"
1947,10,66.3,"LAX"
1947,11,59,"LAX"
1947,12,57.2,"LAX"
1948,1,58.6,"LAX"
1948,2,54.6,"LAX"
1948,3,55.2,"LAX"
1948,4,60.5,"LAX"
1948,5,63.9,"LAX"
1948,6,66.9,"LAX"
1948,7,71,"LAX"
1948,8,71.2,"LAX"
1948,9,71.5,"LAX"
1948,10,66.3,"LAX"
1948,11,62.1,"LAX"
1948,12,53.4,"LAX"
1949,1,46.9,"LAX"
1949,2,52.7,"LAX"
1949,3,56,"LAX"
1949,4,63.8,"LAX"
1949,5,64.3,"LAX"
1949,6,69.7,"LAX"
1949,7,71.8,"LAX"
1949,8,73.7,"LAX"
1949,9,72.9,"LAX"
1949,10,66.1,"LAX"
1949,11,67.2,"LAX"
1949,12,55.6,"LAX"
1950,1,50.4,"LAX"
1950,2,56.6,"LAX"
1950,3,58.7,"LAX"
1950,4,62.7,"LAX"
1950,5,62.1,"LAX"
1950,6,66.5,"LAX"
1950,7,73.3,"LAX"
1950,8,70.9,"LAX"
1950,9,68.8,"LAX"
1950,10,69.5,"LAX"
1950,11,63.7,"LAX"
1950,12,62.1,"LAX"
1951,1,55.7,"LAX"
1951,2,56.4,"LAX"
1951,3,60.2,"LAX"
1951,4,60.4,"LAX"
1951,5,63.1,"LAX"
1951,6,66.6,"LAX"
1951,7,72.8,"LAX"
1951,8,71.3,"LAX"
1951,9,71,"LAX"
1951,10,68.8,"LAX"
1951,11,61.9,"LAX"
1951,12,54.3,"LAX"
1952,1,52.8,"LAX"
1952,2,58.8,"LAX"
1952,3,55.3,"LAX"
1952,4,61.1,"LAX"
1952,5,66.7,"LAX"
1952,6,65.7,"LAX"
1952,7,72.3,"LAX"
1952,8,74,"LAX"
1952,9,74.3,"LAX"
1952,10,67,"LAX"
1952,11,59.1,"LAX"
1952,12,56.1,"LAX"
1953,1,60.6,"LAX"
1953,2,58.8,"LAX"
1953,3,58.9,"LAX"
1953,4,58.7,"LAX"
1953,5,63.9,"LAX"
1953,6,66.8,"LAX"
1953,7,74.9,"LAX"
1953,8,70.6,"LAX"
1953,9,70.2,"LAX"
1953,10,69.1,"LAX"
1953,11,63.6,"LAX"
1953,12,59.1,"LAX"
1954,1,55.5,"LAX"
1954,2,64,"LAX"
1954,3,57,"LAX"
1954,4,60.9,"LAX"
1954,5,63.8,"LAX"
1954,6,67.5,"LAX"
1954,7,76.6,"LAX"
1954,8,73.1,"LAX"
1954,9,72.4,"LAX"
1954,10,65.7,"LAX"
1954,11,64.3,"LAX"
1954,12,58.1,"LAX"
1955,1,53.7,"LAX"
1955,2,57,"LAX"
1955,3,61.2,"LAX"
1955,4,61.3,"LAX"
1955,5,63,"LAX"
1955,6,66.7,"LAX"
1955,7,70.5,"LAX"
1955,8,75.2,"LAX"
1955,9,74.5,"LAX"
1955,10,64.1,"LAX"
1955,11,61.1,"LAX"
1955,12,55.8,"LAX"
1956,1,56,"LAX"
1956,2,53.1,"LAX"
1956,3,60.4,"LAX"
1956,4,58.7,"LAX"
1956,5,64.3,"LAX"
1956,6,69.8,"LAX"
1956,7,71.7,"LAX"
1956,8,71.9,"LAX"
1956,9,76.4,"LAX"
1956,10,66.5,"LAX"
1956,11,67.2,"LAX"
1956,12,60.4,"LAX"
1957,1,54.2,"LAX"
1957,2,60.7,"LAX"
1957,3,61.5,"LAX"
1957,4,61.6,"LAX"
1957,5,64.2,"LAX"
1957,6,72.5,"LAX"
1957,7,76,"LAX"
1957,8,76.2,"LAX"
1957,9,72.2,"LAX"
1957,10,67.1,"LAX"
1957,11,60.7,"LAX"
1957,12,61.7,"LAX"
1958,1,59.5,"LAX"
1958,2,60.3,"LAX"
1958,3,56.9,"LAX"
1958,4,65.4,"LAX"
1958,5,68,"LAX"
1958,6,71,"LAX"
1958,7,72.8,"LAX"
1958,8,75.2,"LAX"
1958,9,75.8,"LAX"
1958,10,74,"LAX"
1958,11,63.3,"LAX"
1958,12,62,"LAX"
1959,1,60,"LAX"
1959,2,56.3,"LAX"
1959,3,64.7,"LAX"
1959,4,66.2,"LAX"
1959,5,64.9,"LAX"
1959,6,71.5,"LAX"
1959,7,77.8,"LAX"
1959,8,75.5,"LAX"
1959,9,73.4,"LAX"
1959,10,70.2,"LAX"
1959,11,66.6,"LAX"
1959,12,60.6,"LAX"
1960,1,54.6,"LAX"
1960,2,57,"LAX"
1960,3,62,"LAX"
1960,4,65.3,"LAX"
1960,5,67.7,"LAX"
1960,6,70.1,"LAX"
1960,7,75.5,"LAX"
1960,8,73.1,"LAX"
1960,9,75.5,"LAX"
1960,10,68,"LAX"
1960,11,60.3,"LAX"
1960,12,58.7,"LAX"
1961,1,61.9,"LAX"
1961,2,61,"LAX"
1961,3,60.1,"LAX"
1961,4,64,"LAX"
1961,5,63.3,"LAX"
1961,6,68.8,"LAX"
1961,7,74.2,"LAX"
1961,8,74.3,"LAX"
1961,9,70.9,"LAX"
1961,10,67.9,"LAX"
1961,11,60.1,"LAX"
1961,12,56.9,"LAX"
1962,1,57.5,"LAX"
1962,2,53.8,"LAX"
1962,3,55.2,"LAX"
1962,4,64.3,"LAX"
1962,5,62.9,"LAX"
1962,6,66.2,"LAX"
1962,7,70.1,"LAX"
1962,8,74,"LAX"
1962,9,70.8,"LAX"
1962,10,65.7,"LAX"
1962,11,60.6,"LAX"
1962,12,57.4,"LAX"
1963,1,55.6,"LAX"
1963,2,62.7,"LAX"
1963,3,58.3,"LAX"
1963,4,59.6,"LAX"
1963,5,64.1,"LAX"
1963,6,66.3,"LAX"
1963,7,72,"LAX"
1963,8,73.7,"LAX"
1963,9,77.2,"LAX"
1963,10,69.1,"LAX"
1963,11,62.2,"LAX"
1963,12,60.6,"LAX"
1964,1,56.7,"LAX"
1964,2,59,"LAX"
1964,3,58.6,"LAX"
1964,4,60.5,"LAX"
1964,5,61.7,"LAX"
1964,6,64.8,"LAX"
1964,7,72,"LAX"
1964,8,73.3,"LAX"
1964,9,70.1,"LAX"
1964,10,70.5,"LAX"
1964,11,59.8,"LAX"
1964,12,56.4,"LAX"
1965,1,58.2,"LAX"
1965,2,57.9,"LAX"
1965,3,59,"LAX"
1965,4,61.7,"LAX"
1965,5,63.4,"LAX"
1965,6,64.1,"LAX"
1965,7,70.1,"LAX"
1965,8,75.6,"LAX"
1965,9,69.6,"LAX"
1965,10,73.1,"LAX"
1965,11,62,"LAX"
1965,12,56.9,"LAX"
1966,1,55.7,"LAX"
1966,2,56.2,"LAX"
1966,3,61.3,"LAX"
1966,4,64.3,"LAX"
1966,5,64.5,"LAX"
1966,6,70.2,"LAX"
1966,7,74.3,"LAX"
1966,8,76.6,"LAX"
1966,9,73.4,"LAX"
1966,10,71.2,"LAX"
1966,11,63.6,"LAX"
1966,12,60.6,"LAX"
1967,1,59.1,"LAX"
1967,2,62.9,"LAX"
1967,3,60.9,"LAX"
1967,4,56.1,"LAX"
1967,5,67.3,"LAX"
1967,6,66.3,"LAX"
1967,7,75.6,"LAX"
1967,8,79.2,"LAX"
1967,9,75.1,"LAX"
1967,10,72.4,"LAX"
1967,11,66.6,"LAX"
1967,12,55.5,"LAX"
1968,1,58.4,"LAX"
1968,2,63.8,"LAX"
1968,3,62.8,"LAX"
1968,4,64,"LAX"
1968,5,65.5,"LAX"
1968,6,69.2,"LAX"
1968,7,74.7,"LAX"
1968,8,74,"LAX"
1968,9,73.4,"LAX"
1968,10,69.2,"LAX"
1968,11,63.3,"LAX"
1968,12,56.1,"LAX"
1969,1,58.3,"LAX"
1969,2,54.9,"LAX"
1969,3,59.7,"LAX"
1969,4,63.8,"LAX"
1969,5,66.6,"LAX"
1969,6,67.2,"LAX"
1969,7,73.7,"LAX"
1969,8,76.9,"LAX"
1969,9,71.7,"LAX"
1969,10,67.3,"LAX"
1969,11,65.2,"LAX"
1969,12,59.2,"LAX"
1970,1,57.6,"LAX"
1970,2,61.4,"LAX"
1970,3,61.2,"LAX"
1970,4,60.9,"LAX"
1970,5,67.4,"LAX"
1970,6,70,"LAX"
1970,7,75.3,"LAX"
1970,8,76.2,"LAX"
1970,9,74.3,"LAX"
1970,10,68.3,"LAX"
1970,11,63.3,"LAX"
1970,12,57.2,"LAX"
1971,1,58.7,"LAX"
1971,2,59.2,"LAX"
1971,3,60.3,"LAX"
1971,4,62,"LAX"
1971,5,63.9,"LAX"
1971,6,68.7,"LAX"
1971,7,74.2,"LAX"
1971,8,78.9,"LAX"
1971,9,74.6,"LAX"
1971,10,67.4,"LAX"
1971,11,60.2,"LAX"
1971,12,52.8,"LAX"
1972,1,55.5,"LAX"
1972,2,60.3,"LAX"
1972,3,63.7,"LAX"
1972,4,63.8,"LAX"
1972,5,67.5,"LAX"
1972,6,72.2,"LAX"
1972,7,77.9,"LAX"
1972,8,77.4,"LAX"
1972,9,72.2,"LAX"
1972,10,67.2,"LAX"
1972,11,62.2,"LAX"
1972,12,58.1,"LAX"
1973,1,56.4,"LAX"
1973,2,59.9,"LAX"
1973,3,57.8,"LAX"
1973,4,63.1,"LAX"
1973,5,65.8,"LAX"
1973,6,72,"LAX"
1973,7,72.3,"LAX"
1973,8,73.5,"LAX"
1973,9,70,"LAX"
1973,10,68.8,"LAX"
1973,11,60,"LAX"
1973,12,59.9,"LAX"
1974,1,55.1,"LAX"
1974,2,59.2,"LAX"
1974,3,59.5,"LAX"
1974,4,64.7,"LAX"
1974,5,65.6,"LAX"
1974,6,72.2,"LAX"
1974,7,74,"LAX"
1974,8,72.3,"LAX"
1974,9,73.2,"LAX"
1974,10,67.5,"LAX"
1974,11,64,"LAX"
1974,12,56.2,"LAX"
1975,1,57.6,"LAX"
1975,2,55.7,"LAX"
